complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly,resolved_days_new,resolution_date_new,cost_difference,cost_diff_percent
C0902,"Streetlights not working near Lane 53 in Kharadi, causing night-time hazards.",Kharadi,Streetlight Issue,2024-03-27,Urban Lighting and Infrastructure Department,Medium,Resolved,Nanded,Tree Fall,73,2024-06-08,High,4,"Great service, very happy.",Completed,7783,2024-10-07,7472,False,Yes,Streetlight Issue,Kharadi,5,2024-04-01,311,0.0416220556745182
C0903,"Uncollected garbage near Lane 30 in Thergaon, causing health concerns.",Thergaon,Garbage Issue,2024-02-19,Municipal Waste Management Department,Medium,In Progress,Erandwane,Water Leakage,221,2024-09-27,Medium,4,"Great service, very happy.",Completed,6457,2024-03-25,6461,False,No,Garbage Issue,Thergaon,15,2024-03-05,4,0.0006190992106485
C0904,"Sewage overflow issue near Lane 6 in Koregaon Park, foul smell and waterlogging.",Koregaon Park,Sewage Problem,2024-03-20,Sewerage and Drainage Department,High,Resolved,Kharadi,Sewage Overflow,1,2024-03-21,Medium,5,Very satisfied with the resolution.,Completed,9128,2025-01-08,8818,False,Yes,Sewage Problem,Koregaon Park,11,2024-03-31,310,0.0351553640281242
C0905,"Sewage overflow issue near Lane 23 in Camp, foul smell and waterlogging.",Camp,Sewage Problem,2024-01-15,Sewerage and Drainage Department,High,Resolved,Aundh,Road Damage,249,2024-09-20,High,4,Appreciate the fast response.,Rejected,0,,7,True,No,Sewage Problem,Camp,4,2024-01-19,7,1.0
C0906,"Sewage overflow issue near Lane 27 in Koregaon Park, foul smell and waterlogging.",Koregaon Park,Sewage Problem,2024-01-15,Sewerage and Drainage Department,High,Pending,Talegaon,Sewage Overflow,227,2024-08-29,Low,4,Issue handled professionally.,Completed,6775,2024-07-23,6643,False,No,Sewage Problem,Koregaon Park,0,,132,0.0198705404184856
C0907,"Streetlights not working near Lane 16 in Wagholi, causing night-time hazards.",Wagholi,Streetlight Issue,2024-03-14,Urban Lighting and Infrastructure Department,Medium,Resolved,Bibwewadi,Road Damage,195,2024-09-25,Low,3,It was okay.,Completed,5586,2025-02-26,5494,False,No,Streetlight Issue,Wagholi,23,2024-04-06,92,0.0167455405897342
C0908,"Water leakage from pipeline near Lane 12 in Swargate, needs urgent attention.",Swargate,Water Issue,2024-03-22,Water Supply and Sanitation Department,High,In Progress,Balewadi,Road Damage,-36,2024-02-15,High,2,Issue still persists.,Completed,3214,2024-07-28,3537,False,Yes,Water Issue,Swargate,4,2024-03-26,323,0.0913203279615493
C0909,"Stray dogs causing fear near Lane 6 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2024-01-30,Animal Control and Welfare Department,Low,In Progress,Kharadi,Street Light,307,2024-12-02,Low,4,Appreciate the fast response.,Completed,1151,2024-09-08,1579,False,Yes,Animal Nuisance,Kharadi,26,2024-02-25,428,0.2710576314122863
C0910,"Streetlights not working near Lane 18 in Wagholi, causing night-time hazards.",Wagholi,Streetlight Issue,2024-03-08,Urban Lighting and Infrastructure Department,Medium,Pending,Parvati,Garbage Issue,266,2024-11-29,Low,2,Very poor response.,Completed,3109,2024-04-12,3542,False,Yes,Streetlight Issue,Wagholi,0,,433,0.1222473178994918
C0911,"Sewage overflow issue near Lane 40 in Sinhagad Road, foul smell and waterlogging.",Sinhagad Road,Sewage Problem,2024-03-11,Sewerage and Drainage Department,High,In Progress,Viman Nagar,Illegal Construction,200,2024-09-27,High,5,Appreciate the fast response.,Completed,8355,2024-03-03,7971,False,Yes,Sewage Problem,Sinhagad Road,7,2024-03-18,384,0.0481746330447873
C0912,"High noise levels from activities near Lane 24 in Koregaon Park, disturbing peace.",Koregaon Park,Noise Pollution,2024-04-11,Environmental Protection Department,Low,Resolved,Viman Nagar,Illegal Construction,262,2024-12-29,Low,4,Appreciate the fast response.,Completed,9577,2024-09-12,9210,False,Yes,Noise Pollution,Koregaon Park,26,2024-05-07,367,0.0398479913137893
C0913,"Unauthorized parking near Lane 3 in Erandwane, causing congestion.",Erandwane,Illegal Parking,2024-03-17,Traffic and Transportation Department,Medium,In Progress,Kondhwa,Sewage Overflow,179,2024-09-12,High,2,Took too long to resolve.,Completed,5906,2025-02-20,5463,False,Yes,Illegal Parking,Erandwane,7,2024-03-24,443,0.0810909756544023
C0914,"Tree fallen near Lane 33 in Bibwewadi, blocking road and footpath.",Bibwewadi,Tree Falling,2024-02-08,Urban Forestry and Landscaping Department,High,Pending,Kothrud,Illegal Construction,263,2024-10-28,High,5,Issue handled professionally.,Completed,3281,2024-06-19,3336,False,No,Tree Falling,Bibwewadi,0,,55,0.0164868105515587
C0915,"Stray dogs causing fear near Lane 16 in Wagholi, especially for kids.",Wagholi,Animal Nuisance,2024-03-03,Animal Control and Welfare Department,Low,Pending,Talegaon,Illegal Construction,239,2024-10-28,High,4,"Great service, very happy.",Completed,6852,2024-01-04,7036,False,No,Animal Nuisance,Wagholi,0,,184,0.0261512222853894
C0916,"Tree fallen near Lane 48 in Shivajinagar, blocking road and footpath.",Shivajinagar,Tree Falling,2024-01-07,Urban Forestry and Landscaping Department,High,Resolved,Kothrud,Garbage Issue,45,2024-02-21,Medium,4,"Resolved quickly, thanks!",Completed,8563,2024-01-30,8734,False,No,Tree Falling,Shivajinagar,11,2024-01-18,171,0.0195786581177009
C0917,"Stray dogs causing fear near Lane 33 in Sinhagad Road, especially for kids.",Sinhagad Road,Animal Nuisance,2024-03-07,Animal Control and Welfare Department,Low,Pending,Bavdhan,Water Leakage,-58,2024-01-09,Low,5,"Resolved quickly, thanks!",Completed,3930,2024-03-01,3602,False,Yes,Animal Nuisance,Sinhagad Road,0,,328,0.0910605219322598
C0918,"Uncollected garbage near Lane 68 in Model Colony, causing health concerns.",Model Colony,Garbage Issue,2024-02-17,Municipal Waste Management Department,Medium,In Progress,Kothrud,Animal Nuisance,294,2024-12-07,High,5,"Great service, very happy.",Completed,5311,2024-02-29,5639,False,Yes,Garbage Issue,Model Colony,5,2024-02-22,328,0.0581663415499201
C0919,"Water leakage from pipeline near Lane 67 in Camp, needs urgent attention.",Camp,Water Issue,2024-02-19,Water Supply and Sanitation Department,High,Resolved,Aundh,Tree Fall,-41,2024-01-09,Low,4,"Resolved quickly, thanks!",Completed,3451,2024-03-27,3765,False,Yes,Water Issue,Camp,29,2024-03-19,314,0.0833997343957503
C0920,"High noise levels from activities near Lane 64 in Kondhwa, disturbing peace.",Kondhwa,Noise Pollution,2024-01-29,Environmental Protection Department,Low,Resolved,Vishrantwadi,Street Light,-25,2024-01-04,High,5,"Resolved quickly, thanks!",Completed,9388,2025-03-15,9036,False,Yes,Noise Pollution,Kondhwa,2,2024-01-31,352,0.0389552899513058
C0921,"High noise levels from activities near Lane 6 in Kondhwa, disturbing peace.",Kondhwa,Noise Pollution,2024-04-11,Environmental Protection Department,Low,Resolved,Lohegaon,Sewage Overflow,-18,2024-03-24,Low,2,Took too long to resolve.,Completed,1659,2024-01-20,1238,True,Yes,Noise Pollution,Kondhwa,24,2024-05-05,421,0.3400646203554119
C0922,"Uncollected garbage near Lane 1 in Hadapsar, causing health concerns.",Hadapsar,Garbage Issue,2024-01-16,Municipal Waste Management Department,Medium,Resolved,Erandwane,Tree Fall,261,2024-10-03,Low,2,Not satisfied with the service.,Completed,2412,2024-03-29,2797,False,Yes,Garbage Issue,Hadapsar,25,2024-02-10,385,0.1376474794422595
C0923,"Sewage overflow issue near Lane 64 in Aundh, foul smell and waterlogging.",Aundh,Sewage Problem,2024-03-21,Sewerage and Drainage Department,High,Resolved,Pimpri,Noise Pollution,156,2024-08-24,Medium,5,Issue handled professionally.,Completed,5862,2024-11-10,5574,False,No,Sewage Problem,Aundh,12,2024-04-02,288,0.0516684607104413
C0924,"Sewage overflow issue near Lane 11 in NIBM Road, foul smell and waterlogging.",NIBM Road,Sewage Problem,2024-01-02,Sewerage and Drainage Department,High,Resolved,Wakad,Illegal Construction,11,2024-01-13,High,4,"Great service, very happy.",Completed,8040,2024-11-14,7742,False,No,Sewage Problem,NIBM Road,6,2024-01-08,298,0.0384913459054507
C0925,"Streetlights not working near Lane 29 in Erandwane, causing night-time hazards.",Erandwane,Streetlight Issue,2024-01-15,Urban Lighting and Infrastructure Department,Medium,Resolved,Kothrud,Road Damage,165,2024-06-28,Medium,4,"Resolved quickly, thanks!",Completed,3644,2024-01-07,3907,False,No,Streetlight Issue,Erandwane,14,2024-01-29,263,0.0673150755055029
C0926,"Uncollected garbage near Lane 11 in Aundh, causing health concerns.",Aundh,Garbage Issue,2024-03-03,Municipal Waste Management Department,Medium,Pending,Balewadi,Sewage Overflow,45,2024-04-17,Low,2,"Not bad, not great.",Completed,1874,2025-03-26,1602,False,No,Garbage Issue,Aundh,0,,272,0.1697877652933832
C0927,"Water leakage from pipeline near Lane 52 in Kothrud, needs urgent attention.",Kothrud,Water Issue,2024-01-03,Water Supply and Sanitation Department,High,Resolved,Dhankawadi,Street Light,186,2024-07-07,Medium,2,It was okay.,Completed,1907,2024-07-01,2082,False,No,Water Issue,Kothrud,13,2024-01-16,175,0.0840537944284341
C0928,"Damaged road with potholes near Lane 40 in Dhankawadi, dangerous for vehicles.",Dhankawadi,Road Damage,2024-01-30,Public Works Department,High,Resolved,Fursungi,Street Light,334,2024-12-29,Medium,2,Took too long to resolve.,Completed,7570,2024-10-12,7296,False,No,Road Damage,Dhankawadi,19,2024-02-18,274,0.0375548245614035
C0929,"High noise levels from activities near Lane 7 in Deccan, disturbing peace.",Deccan,Noise Pollution,2024-01-23,Environmental Protection Department,Low,In Progress,Kharadi,Noise Pollution,74,2024-04-06,High,2,Not satisfied with the service.,Rejected,0,,158,True,No,Noise Pollution,Deccan,9,2024-02-01,158,1.0
C0930,"Water leakage from pipeline near Lane 23 in Nigdi, needs urgent attention.",Nigdi,Water Issue,2024-02-05,Water Supply and Sanitation Department,High,In Progress,Vishrantwadi,Water Leakage,-29,2024-01-07,Low,5,Appreciate the fast response.,Completed,4505,2024-05-13,4536,False,No,Water Issue,Nigdi,27,2024-03-03,31,0.0068342151675485
C0931,"Sewage overflow issue near Lane 43 in Kondhwa, foul smell and waterlogging.",Kondhwa,Sewage Problem,2024-01-23,Sewerage and Drainage Department,High,Resolved,Dhankawadi,Sewage Overflow,96,2024-04-28,Medium,5,Issue handled professionally.,Completed,9503,2025-02-10,9443,False,No,Sewage Problem,Kondhwa,16,2024-02-08,60,0.0063539129513925
C0932,"Water leakage from pipeline near Lane 6 in Pimpri, needs urgent attention.",Pimpri,Water Issue,2024-02-03,Water Supply and Sanitation Department,High,Resolved,Pimpri,Tree Fall,166,2024-07-18,High,1,Took too long to resolve.,Rejected,0,,-99,False,No,Water Issue,Pimpri,1,2024-02-04,99,-1.0
C0933,"Stray dogs causing fear near Lane 13 in Erandwane, especially for kids.",Erandwane,Animal Nuisance,2024-03-17,Animal Control and Welfare Department,Low,Pending,Kharadi,Street Light,177,2024-09-10,Low,4,Issue handled professionally.,In Progress,0,,-454,False,Yes,Animal Nuisance,Erandwane,0,,454,-1.0
C0934,"Streetlights not working near Lane 56 in Sinhagad Road, causing night-time hazards.",Sinhagad Road,Streetlight Issue,2024-03-14,Urban Lighting and Infrastructure Department,Medium,In Progress,Chinchwad,Garbage Issue,207,2024-10-07,Medium,5,"Resolved quickly, thanks!",Rejected,0,,-268,False,No,Streetlight Issue,Sinhagad Road,18,2024-04-01,268,-1.0
C0935,"Stray dogs causing fear near Lane 64 in Kondhwa, especially for kids.",Kondhwa,Animal Nuisance,2024-02-03,Animal Control and Welfare Department,Low,Resolved,Baner,Tree Fall,156,2024-07-08,High,4,Very satisfied with the resolution.,Completed,5290,2024-02-08,5094,False,No,Animal Nuisance,Kondhwa,9,2024-02-12,196,0.0384766391833529
C0936,"Tree fallen near Lane 2 in Swargate, blocking road and footpath.",Swargate,Tree Falling,2024-01-11,Urban Forestry and Landscaping Department,High,Resolved,Lohegaon,Water Leakage,135,2024-05-25,Low,5,Appreciate the fast response.,Rejected,0,,25,True,No,Tree Falling,Swargate,25,2024-02-05,25,1.0
C0937,"Frequent power cuts near Lane 49 in Bibwewadi, needs investigation.",Bibwewadi,Electricity Issue,2024-01-07,Electricity Distribution Department,High,In Progress,Sinhagad Road,Drainage Problem,104,2024-04-20,Low,3,Average service.,Completed,6310,2024-11-09,5952,False,Yes,Electricity Issue,Bibwewadi,26,2024-02-02,358,0.0601478494623655
C0938,"Damaged road with potholes near Lane 40 in Sinhagad Road, dangerous for vehicles.",Sinhagad Road,Road Damage,2024-04-01,Public Works Department,High,In Progress,Hadapsar,Tree Fall,-38,2024-02-23,High,5,Issue handled professionally.,Completed,4874,2024-11-03,4788,False,No,Road Damage,Sinhagad Road,3,2024-04-04,86,0.0179615705931495
C0939,"Unauthorized parking near Lane 15 in Bavdhan, causing congestion.",Bavdhan,Illegal Parking,2024-01-11,Traffic and Transportation Department,Medium,In Progress,Pashan,Tree Fall,42,2024-02-22,High,5,Issue handled professionally.,In Progress,0,,12,True,No,Illegal Parking,Bavdhan,5,2024-01-16,12,1.0
C0940,"High noise levels from activities near Lane 28 in Warje, disturbing peace.",Warje,Noise Pollution,2024-03-20,Environmental Protection Department,Low,In Progress,Warje,Garbage Issue,98,2024-06-26,Medium,4,Issue handled professionally.,Completed,3235,2024-06-09,3107,False,No,Noise Pollution,Warje,16,2024-04-05,128,0.0411972964274219
C0941,"Water leakage from pipeline near Lane 23 in Kothrud, needs urgent attention.",Kothrud,Water Issue,2024-03-30,Water Supply and Sanitation Department,High,Resolved,Pashan,Noise Pollution,108,2024-07-16,Medium,2,Took too long to resolve.,Completed,6538,2024-02-28,6603,False,No,Water Issue,Kothrud,10,2024-04-09,65,0.0098440102983492
C0942,"High noise levels from activities near Lane 41 in Balewadi, disturbing peace.",Balewadi,Noise Pollution,2024-02-03,Environmental Protection Department,Low,Resolved,Vishrantwadi,Tree Fall,271,2024-10-31,High,5,"Resolved quickly, thanks!",In Progress,0,,385,True,Yes,Noise Pollution,Balewadi,1,2024-02-04,385,1.0
C0943,"Water leakage from pipeline near Lane 50 in NIBM Road, needs urgent attention.",NIBM Road,Water Issue,2024-03-09,Water Supply and Sanitation Department,High,Pending,Kondhwa,Water Leakage,248,2024-11-12,Medium,2,Not satisfied with the service.,Escalated,0,,-242,False,No,Water Issue,NIBM Road,0,,242,-1.0
C0944,"Uncollected garbage near Lane 47 in Parvati, causing health concerns.",Parvati,Garbage Issue,2024-02-20,Municipal Waste Management Department,Medium,Pending,Wakad,Street Light,275,2024-11-21,High,2,"Not bad, not great.",In Progress,0,,155,True,No,Garbage Issue,Parvati,0,,155,1.0
C0945,"Streetlights not working near Lane 19 in Kothrud, causing night-time hazards.",Kothrud,Streetlight Issue,2024-03-14,Urban Lighting and Infrastructure Department,Medium,In Progress,Sinhagad Road,Illegal Construction,138,2024-07-30,High,4,Very satisfied with the resolution.,Escalated,0,,-30,False,No,Streetlight Issue,Kothrud,5,2024-03-19,30,-1.0
C0946,"Unauthorized parking near Lane 64 in Aundh, causing congestion.",Aundh,Illegal Parking,2024-02-26,Traffic and Transportation Department,Medium,In Progress,Sinhagad Road,Animal Nuisance,68,2024-05-04,Medium,2,Average service.,Completed,9777,2024-04-26,10229,False,Yes,Illegal Parking,Aundh,18,2024-03-15,452,0.0441880926776811
C0947,"Stray dogs causing fear near Lane 47 in Sinhagad Road, especially for kids.",Sinhagad Road,Animal Nuisance,2024-02-18,Animal Control and Welfare Department,Low,In Progress,Dhanori,Street Light,142,2024-07-09,Low,5,Appreciate the fast response.,Completed,877,2025-02-19,1347,True,Yes,Animal Nuisance,Sinhagad Road,26,2024-03-15,470,0.3489235337787676
C0948,"Sewage overflow issue near Lane 47 in Kondhwa, foul smell and waterlogging.",Kondhwa,Sewage Problem,2024-01-26,Sewerage and Drainage Department,High,Pending,Karvenagar,Drainage Problem,329,2024-12-20,Low,1,Had to follow up multiple times.,Completed,8762,2025-02-19,8273,False,Yes,Sewage Problem,Kondhwa,0,,489,0.0591079414964341
C0949,"Sewage overflow issue near Lane 10 in Deccan, foul smell and waterlogging.",Deccan,Sewage Problem,2024-01-27,Sewerage and Drainage Department,High,In Progress,Kothrud,Drainage Problem,208,2024-08-22,High,2,Took too long to resolve.,Completed,777,2024-06-12,606,False,No,Sewage Problem,Deccan,1,2024-01-28,171,0.2821782178217821
C0950,"Stray dogs causing fear near Lane 22 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2024-01-07,Animal Control and Welfare Department,Low,Resolved,Shivajinagar,Water Leakage,80,2024-03-27,High,5,Appreciate the fast response.,Completed,1560,2024-01-06,1795,False,No,Animal Nuisance,Kharadi,5,2024-01-12,235,0.1309192200557103
C0951,"Frequent power cuts near Lane 68 in Viman Nagar, needs investigation.",Viman Nagar,Electricity Issue,2024-02-01,Electricity Distribution Department,High,Resolved,Bavdhan,Garbage Issue,331,2024-12-28,High,4,"Great service, very happy.",Completed,7072,2025-03-04,7355,False,No,Electricity Issue,Viman Nagar,8,2024-02-09,283,0.0384772263766145
C0952,"Sewage overflow issue near Lane 28 in Camp, foul smell and waterlogging.",Camp,Sewage Problem,2024-02-08,Sewerage and Drainage Department,High,Resolved,Kharadi,Animal Nuisance,126,2024-06-13,Low,2,It was okay.,Completed,8991,2024-10-07,9458,False,Yes,Sewage Problem,Camp,27,2024-03-06,467,0.0493761894692324
C0953,"Water leakage from pipeline near Lane 10 in Viman Nagar, needs urgent attention.",Viman Nagar,Water Issue,2024-02-24,Water Supply and Sanitation Department,High,In Progress,Bibwewadi,Garbage Issue,302,2024-12-22,High,4,"Great service, very happy.",In Progress,0,,-143,False,No,Water Issue,Viman Nagar,2,2024-02-26,143,-1.0
C0954,"Damaged road with potholes near Lane 46 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2024-03-27,Public Works Department,High,Pending,Viman Nagar,Illegal Construction,-63,2024-01-24,Medium,4,"Resolved quickly, thanks!",Completed,5864,2024-09-27,6335,False,Yes,Road Damage,Kondhwa,0,,471,0.0743488555643251
C0955,"Sewage overflow issue near Lane 58 in Kondhwa, foul smell and waterlogging.",Kondhwa,Sewage Problem,2024-02-15,Sewerage and Drainage Department,High,Pending,Chinchwad,Road Damage,254,2024-10-26,Low,4,"Great service, very happy.",Completed,3791,2025-01-01,3698,False,No,Sewage Problem,Kondhwa,0,,93,0.0251487290427257
C0956,"Frequent power cuts near Lane 52 in Baner, needs investigation.",Baner,Electricity Issue,2024-03-11,Electricity Distribution Department,High,Resolved,Lohegaon,Drainage Problem,24,2024-04-04,Medium,5,Issue handled professionally.,Completed,5095,2024-08-04,5262,False,No,Electricity Issue,Baner,16,2024-03-27,167,0.0317369821360699
C0957,"Streetlights not working near Lane 27 in Chinchwad, causing night-time hazards.",Chinchwad,Streetlight Issue,2024-02-13,Urban Lighting and Infrastructure Department,Medium,In Progress,Talegaon,Water Leakage,253,2024-10-23,Medium,3,It was okay.,Completed,5090,2024-04-11,4962,False,No,Streetlight Issue,Chinchwad,19,2024-03-03,128,0.0257960499798468
C0958,"Unauthorized parking near Lane 14 in Camp, causing congestion.",Camp,Illegal Parking,2024-01-17,Traffic and Transportation Department,Medium,In Progress,Dhankawadi,Noise Pollution,105,2024-05-01,High,1,Issue still persists.,Completed,8210,2024-08-08,7717,False,Yes,Illegal Parking,Camp,5,2024-01-22,493,0.0638849293767007
C0959,"Sewage overflow issue near Lane 56 in Sinhagad Road, foul smell and waterlogging.",Sinhagad Road,Sewage Problem,2024-03-04,Sewerage and Drainage Department,High,Resolved,Baner,Noise Pollution,9,2024-03-13,High,5,Very satisfied with the resolution.,Completed,5868,2024-01-10,5489,False,Yes,Sewage Problem,Sinhagad Road,9,2024-03-13,379,0.0690471852796502
C0960,"Sewage overflow issue near Lane 10 in Aundh, foul smell and waterlogging.",Aundh,Sewage Problem,2024-03-20,Sewerage and Drainage Department,High,Pending,Pimpri,Water Leakage,157,2024-08-24,Medium,1,Not satisfied with the service.,Escalated,0,,-153,False,No,Sewage Problem,Aundh,0,,153,-1.0
C0961,"Unauthorized parking near Lane 23 in Pimpri, causing congestion.",Pimpri,Illegal Parking,2024-01-15,Traffic and Transportation Department,Medium,In Progress,Kharadi,Road Damage,338,2024-12-18,High,2,"Not bad, not great.",In Progress,0,,175,True,No,Illegal Parking,Pimpri,3,2024-01-18,175,1.0
C0962,"Tree fallen near Lane 49 in Warje, blocking road and footpath.",Warje,Tree Falling,2024-02-09,Urban Forestry and Landscaping Department,High,Pending,Pimpri,Drainage Problem,27,2024-03-07,Medium,2,It was okay.,Completed,1362,2024-02-08,951,True,Yes,Tree Falling,Warje,0,,411,0.4321766561514195
C0963,"Streetlights not working near Lane 58 in Model Colony, causing night-time hazards.",Model Colony,Streetlight Issue,2024-03-28,Urban Lighting and Infrastructure Department,Medium,In Progress,Nigdi,Water Leakage,141,2024-08-16,High,2,Average service.,Completed,9095,2024-03-16,9242,False,No,Streetlight Issue,Model Colony,1,2024-03-29,147,0.0159056481281107
C0964,"Sewage overflow issue near Lane 12 in Wagholi, foul smell and waterlogging.",Wagholi,Sewage Problem,2024-03-07,Sewerage and Drainage Department,High,Resolved,Parvati,Noise Pollution,-31,2024-02-05,High,2,"Not bad, not great.",Completed,1913,2024-11-07,2110,False,No,Sewage Problem,Wagholi,4,2024-03-11,197,0.0933649289099526
C0965,"Unauthorized parking near Lane 22 in Wanowrie, causing congestion.",Wanowrie,Illegal Parking,2024-02-10,Traffic and Transportation Department,Medium,In Progress,Swargate,Noise Pollution,218,2024-09-15,Medium,5,Very satisfied with the resolution.,Completed,9752,2024-02-11,9567,False,No,Illegal Parking,Wanowrie,16,2024-02-26,185,0.0193373053203721
C0966,"Frequent power cuts near Lane 56 in Wanowrie, needs investigation.",Wanowrie,Electricity Issue,2024-01-21,Electricity Distribution Department,High,Pending,Shivajinagar,Drainage Problem,249,2024-09-26,Low,5,"Great service, very happy.",Completed,1936,2024-10-13,1613,False,Yes,Electricity Issue,Wanowrie,0,,323,0.2002479851208927
C0967,"Frequent power cuts near Lane 46 in Bibwewadi, needs investigation.",Bibwewadi,Electricity Issue,2024-01-10,Electricity Distribution Department,High,In Progress,Talegaon,Water Leakage,337,2024-12-12,Medium,4,Issue handled professionally.,Completed,3235,2024-10-02,3274,False,No,Electricity Issue,Bibwewadi,10,2024-01-20,39,0.0119120342089187
C0968,"High noise levels from activities near Lane 62 in NIBM Road, disturbing peace.",NIBM Road,Noise Pollution,2024-01-20,Environmental Protection Department,Low,In Progress,Kothrud,Drainage Problem,20,2024-02-09,High,2,Took too long to resolve.,Completed,6392,2024-09-07,6623,False,No,Noise Pollution,NIBM Road,2,2024-01-22,231,0.0348784538728672
C0969,"Uncollected garbage near Lane 31 in Kothrud, causing health concerns.",Kothrud,Garbage Issue,2024-03-12,Municipal Waste Management Department,Medium,Resolved,Pimpri,Tree Fall,255,2024-11-22,High,5,Very satisfied with the resolution.,Escalated,0,,368,True,Yes,Garbage Issue,Kothrud,5,2024-03-17,368,1.0
C0970,"Damaged road with potholes near Lane 9 in NIBM Road, dangerous for vehicles.",NIBM Road,Road Damage,2024-01-10,Public Works Department,High,Resolved,Dhankawadi,Street Light,43,2024-02-22,Low,2,Average service.,Completed,9903,2024-08-11,9443,False,Yes,Road Damage,NIBM Road,28,2024-02-07,460,0.048713332627343
C0971,"Unauthorized parking near Lane 12 in Koregaon Park, causing congestion.",Koregaon Park,Illegal Parking,2024-04-09,Traffic and Transportation Department,Medium,Resolved,Warje,Illegal Construction,141,2024-08-28,High,4,Very satisfied with the resolution.,Completed,4379,2024-12-20,4618,False,No,Illegal Parking,Koregaon Park,1,2024-04-10,239,0.0517540060632308
C0972,"Unauthorized parking near Lane 38 in Koregaon Park, causing congestion.",Koregaon Park,Illegal Parking,2024-02-18,Traffic and Transportation Department,Medium,In Progress,Warje,Illegal Construction,269,2024-11-13,Low,3,Average service.,Completed,4398,2024-08-07,4601,False,No,Illegal Parking,Koregaon Park,23,2024-03-12,203,0.0441208432949358
C0973,"Tree fallen near Lane 24 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2024-03-19,Urban Forestry and Landscaping Department,High,Resolved,Dhankawadi,Road Damage,89,2024-06-16,High,4,Appreciate the fast response.,Rejected,0,,422,True,Yes,Tree Falling,Koregaon Park,3,2024-03-22,422,1.0
C0974,"Uncollected garbage near Lane 68 in Dhanori, causing health concerns.",Dhanori,Garbage Issue,2024-02-11,Municipal Waste Management Department,Medium,In Progress,Bibwewadi,Sewage Overflow,45,2024-03-27,Medium,5,Appreciate the fast response.,In Progress,0,,1,True,No,Garbage Issue,Dhanori,14,2024-02-25,1,1.0
C0975,"Stray dogs causing fear near Lane 4 in Kharadi, especially for kids.",Kharadi,Animal Nuisance,2024-01-15,Animal Control and Welfare Department,Low,In Progress,Baner,Water Leakage,35,2024-02-19,Low,5,Very satisfied with the resolution.,Completed,4008,2025-01-16,4466,False,Yes,Animal Nuisance,Kharadi,24,2024-02-08,458,0.1025526197939991
C0976,"Unauthorized parking near Lane 13 in Parvati, causing congestion.",Parvati,Illegal Parking,2024-03-23,Traffic and Transportation Department,Medium,In Progress,Baner,Water Leakage,202,2024-10-11,Low,2,Very poor response.,Completed,2320,2024-04-05,1964,False,Yes,Illegal Parking,Parvati,29,2024-04-21,356,0.1812627291242362
C0977,"Damaged road with potholes near Lane 17 in Warje, dangerous for vehicles.",Warje,Road Damage,2024-01-27,Public Works Department,High,Resolved,Kondhwa,Street Light,184,2024-07-29,Low,5,"Resolved quickly, thanks!",Completed,803,2024-04-06,503,True,No,Road Damage,Warje,21,2024-02-17,300,0.5964214711729622
C0978,"Frequent power cuts near Lane 40 in Deccan, needs investigation.",Deccan,Electricity Issue,2024-04-07,Electricity Distribution Department,High,Resolved,Swargate,Tree Fall,213,2024-11-06,Low,3,"Not bad, not great.",Completed,8365,2025-04-01,8793,False,Yes,Electricity Issue,Deccan,24,2024-05-01,428,0.0486750824519504
C0979,"Streetlights not working near Lane 30 in Erandwane, causing night-time hazards.",Erandwane,Streetlight Issue,2024-02-06,Urban Lighting and Infrastructure Department,Medium,In Progress,Camp,Animal Nuisance,-34,2024-01-03,Low,5,"Resolved quickly, thanks!",Completed,1704,2024-06-22,1927,False,No,Streetlight Issue,Erandwane,28,2024-03-05,223,0.1157239231966787
C0980,"Frequent power cuts near Lane 12 in Bavdhan, needs investigation.",Bavdhan,Electricity Issue,2024-03-09,Electricity Distribution Department,High,Resolved,Talegaon,Sewage Overflow,234,2024-10-29,Low,1,Not satisfied with the service.,Completed,5236,2024-08-11,5196,False,No,Electricity Issue,Bavdhan,24,2024-04-02,40,0.0076982294072363
C0981,"High noise levels from activities near Lane 35 in Pimpri, disturbing peace.",Pimpri,Noise Pollution,2024-01-27,Environmental Protection Department,Low,Pending,Swargate,Sewage Overflow,87,2024-04-23,Medium,5,"Great service, very happy.",Completed,2631,2024-11-21,2862,False,No,Noise Pollution,Pimpri,0,,231,0.080712788259958
C0982,"Uncollected garbage near Lane 27 in Wagholi, causing health concerns.",Wagholi,Garbage Issue,2024-02-22,Municipal Waste Management Department,Medium,Resolved,Dhankawadi,Sewage Overflow,239,2024-10-18,Medium,4,Issue handled professionally.,Completed,2741,2024-10-29,2992,False,No,Garbage Issue,Wagholi,19,2024-03-12,251,0.0838903743315508
